node,node_type,activators,inhibitors,formula
PP4R3,,,,PP4R3 = 1.0 * 1.0 * gene_modifier + exogenous
DEXAMETHASONE,,,,DEXAMETHASONE = 1.0 * 1.0 * gene_modifier + exogenous
EDS,,,,EDS = 1.0 * 1.0 * gene_modifier + exogenous
BR6OX2,,,,BR6OX2 = 1.0 * 1.0 * gene_modifier + exogenous
PRE1,,,,PRE1 = 1.0 * 1.0 * gene_modifier + exogenous
ATSWI3B,,,,ATSWI3B = 1.0 * 1.0 * gene_modifier + exogenous
ATMPK4,,,,ATMPK4 = 1.0 * 1.0 * gene_modifier + exogenous
METHOTREXATE,,,,METHOTREXATE = 1.0 * 1.0 * gene_modifier + exogenous
MED33B,,,,MED33B = 1.0 * 1.0 * gene_modifier + exogenous
Deficiency of thermo,,,,Deficiency of thermo = 1.0 * 1.0 * gene_modifier + exogenous
ANAC104,,,,ANAC104 = 1.0 * 1.0 * gene_modifier + exogenous
vamp721vamp722 doubl,,,,vamp721vamp722 doubl = 1.0 * 1.0 * gene_modifier + exogenous
development of MrCBF,,,,development of MrCBF = 1.0 * 1.0 * gene_modifier + exogenous
ATEDS1,,,,ATEDS1 = 1.0 * 1.0 * gene_modifier + exogenous
GA2OX5,,,,GA2OX5 = 1.0 * 1.0 * gene_modifier + exogenous
PS,,,,PS = 1.0 * 1.0 * gene_modifier + exogenous
Growth at 28°C,,,,Growth at 28°C = 1.0 * 1.0 * gene_modifier + exogenous
35S:PvTDIFL1 transge,,,,35S:PvTDIFL1 transge = 1.0 * 1.0 * gene_modifier + exogenous
ABCB25,,,,ABCB25 = 1.0 * 1.0 * gene_modifier + exogenous
Actin from Candida a,,,,Actin from Candida a = 1.0 * 1.0 * gene_modifier + exogenous
ATPAD4,,,,ATPAD4 = 1.0 * 1.0 * gene_modifier + exogenous
ALDH5F1,,,,ALDH5F1 = 1.0 * 1.0 * gene_modifier + exogenous
AUR3,,,,AUR3 = 1.0 * 1.0 * gene_modifier + exogenous
ATLAC17,,,,ATLAC17 = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Pt,,,,overexpression of Pt = 1.0 * 1.0 * gene_modifier + exogenous
LL,,,,LL = 1.0 * 1.0 * gene_modifier + exogenous
5FU,,,,5FU = 1.0 * 1.0 * gene_modifier + exogenous
ATGA2OX4,,,,ATGA2OX4 = 1.0 * 1.0 * gene_modifier + exogenous
ATMKK7,,,,ATMKK7 = 1.0 * 1.0 * gene_modifier + exogenous
ATC4H,,,,ATC4H = 1.0 * 1.0 * gene_modifier + exogenous
BSL2,,,,BSL2 = 1.0 * 1.0 * gene_modifier + exogenous
ATFTSH4,,,,ATFTSH4 = 1.0 * 1.0 * gene_modifier + exogenous
AVR2,,,,AVR2 = 1.0 * 1.0 * gene_modifier + exogenous
WAK2CTAP,,,,WAK2CTAP = 1.0 * 1.0 * gene_modifier + exogenous
PEAMT1,,,,PEAMT1 = 1.0 * 1.0 * gene_modifier + exogenous
CTR1,,,,CTR1 = 1.0 * 1.0 * gene_modifier + exogenous
Genetic incompatibil,,,,Genetic incompatibil = 1.0 * 1.0 * gene_modifier + exogenous
Actin from Saccharom,,,,Actin from Saccharom = 1.0 * 1.0 * gene_modifier + exogenous
RG,,,,RG = 1.0 * 1.0 * gene_modifier + exogenous
ADENINE,,,,ADENINE = 1.0 * 1.0 * gene_modifier + exogenous
BAHD,,,,BAHD = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of mi,,,,Overexpression of mi = 1.0 * 1.0 * gene_modifier + exogenous
loss of all ERfs,,,,loss of all ERfs = 1.0 * 1.0 * gene_modifier + exogenous
DWF4,,,,DWF4 = 1.0 * 1.0 * gene_modifier + exogenous
over-expression of P,,,,over-expression of P = 1.0 * 1.0 * gene_modifier + exogenous
SCYL2A,,,,SCYL2A = 1.0 * 1.0 * gene_modifier + exogenous
ATEDEM1,,,,ATEDEM1 = 1.0 * 1.0 * gene_modifier + exogenous
ASL19,,,,ASL19 = 1.0 * 1.0 * gene_modifier + exogenous
CPL4,,,,CPL4 = 1.0 * 1.0 * gene_modifier + exogenous
Mutation of exocyst ,,,,Mutation of exocyst  = 1.0 * 1.0 * gene_modifier + exogenous
HPY2,,,,HPY2 = 1.0 * 1.0 * gene_modifier + exogenous
High-salinity stress,,,,High-salinity stress = 1.0 * 1.0 * gene_modifier + exogenous
ATPAT10,,,,ATPAT10 = 1.0 * 1.0 * gene_modifier + exogenous
ATRIN4,,,,ATRIN4 = 1.0 * 1.0 * gene_modifier + exogenous
LAC11,,,,LAC11 = 1.0 * 1.0 * gene_modifier + exogenous
SUMM2,,,,SUMM2 = 1.0 * 1.0 * gene_modifier + exogenous
LRR,,,,LRR = 1.0 * 1.0 * gene_modifier + exogenous
GA20OX1,,,,GA20OX1 = 1.0 * 1.0 * gene_modifier + exogenous
differential accumul,,,,differential accumul = 1.0 * 1.0 * gene_modifier + exogenous
nerd1-1 sec8-6 doubl,,,,nerd1-1 sec8-6 doubl = 1.0 * 1.0 * gene_modifier + exogenous
EBS1,,,,EBS1 = 1.0 * 1.0 * gene_modifier + exogenous
CBFS,,,,CBFS = 1.0 * 1.0 * gene_modifier + exogenous
C4H,,,,C4H = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB24,,,,ATMYB24 = 1.0 * 1.0 * gene_modifier + exogenous
ATGA2OX3,,,,ATGA2OX3 = 1.0 * 1.0 * gene_modifier + exogenous
mutant TkBAHD allele,,,,mutant TkBAHD allele = 1.0 * 1.0 * gene_modifier + exogenous
CENH3,,,,CENH3 = 1.0 * 1.0 * gene_modifier + exogenous
BTL1,,,,BTL1 = 1.0 * 1.0 * gene_modifier + exogenous
AtPHT4;1,,,,AtPHT4;1 = 1.0 * 1.0 * gene_modifier + exogenous
CTP,,,,CTP = 1.0 * 1.0 * gene_modifier + exogenous
TENGU,,,,TENGU = 1.0 * 1.0 * gene_modifier + exogenous
ATCBF3,,,,ATCBF3 = 1.0 * 1.0 * gene_modifier + exogenous
puf2 rha1 double mut,,,,puf2 rha1 double mut = 1.0 * 1.0 * gene_modifier + exogenous
ATDOF5.4,,,,ATDOF5.4 = 1.0 * 1.0 * gene_modifier + exogenous
PHT4;6,,,,PHT4;6 = 1.0 * 1.0 * gene_modifier + exogenous
knockout of four of ,,,,knockout of four of  = 1.0 * 1.0 * gene_modifier + exogenous
RIN13,,,,RIN13 = 1.0 * 1.0 * gene_modifier + exogenous
Turnip Mosaic Virus,,,,Turnip Mosaic Virus = 1.0 * 1.0 * gene_modifier + exogenous
SCYL2B,,,,SCYL2B = 1.0 * 1.0 * gene_modifier + exogenous
ATXR3,,,,ATXR3 = 1.0 * 1.0 * gene_modifier + exogenous
ARAKIN,,,,ARAKIN = 1.0 * 1.0 * gene_modifier + exogenous
NHP,,,,NHP = 1.0 * 1.0 * gene_modifier + exogenous
2F-Fuc,,,,2F-Fuc = 1.0 * 1.0 * gene_modifier + exogenous
EXO84B,,,,EXO84B = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB58,,,,ATMYB58 = 1.0 * 1.0 * gene_modifier + exogenous
snc1/eds1-2 double m,,,,snc1/eds1-2 double m = 1.0 * 1.0 * gene_modifier + exogenous
TSBAHD,,,,TSBAHD = 1.0 * 1.0 * gene_modifier + exogenous
MKS1,,,,MKS1 = 1.0 * 1.0 * gene_modifier + exogenous
ATWRKY52,,,,ATWRKY52 = 1.0 * 1.0 * gene_modifier + exogenous
N deficiency,,,,N deficiency = 1.0 * 1.0 * gene_modifier + exogenous
